year;quarter;country;area;age;n;b
2006;1;spain;wcan;1;238.434;
2006;1;spain;wcan;2;54971.33794;
2006;1;spain;wcan;3;54985.72868;
2006;1;spain;wcan;4;76762.03234;
2006;1;spain;wcan;5;53161.20512;
2006;1;spain;wcan;6;45661.10961;
2006;1;spain;wcan;7;25549.00037;
2006;1;spain;wcan;8;11532.02042;
2006;1;spain;wcan;9;5700.072522;
2006;1;spain;ngal;2;173624.8071;
2006;1;spain;ngal;3;58388.00303;
2006;1;spain;ngal;4;19801.85901;
2006;1;spain;ngal;5;28450.90557;
2006;1;spain;ngal;6;17439.28094;
2006;1;spain;ngal;7;8326.0545;
2006;1;spain;ngal;8;382.6649167;
2006;1;spain;ngal;9;382.6649167;
2006;1;spain;sgal;1;112168.9913;
2006;1;spain;sgal;2;609342.7149;
2006;1;spain;sgal;3;5431.385333;
2006;1;spain;sgal;4;9712.836087;
2006;1;spain;sgal;5;12440.73957;
2006;1;spain;sgal;6;4005.232861;
2007;1;portugal;npor;1;404220;14017.57279
2007;1;portugal;npor;2;1089406;52987.9295
2007;1;portugal;npor;3;2315361;122078.9367
2007;1;portugal;npor;4;9308;629.7
2007;1;portugal;npor;5;59544;4122.731818
2007;1;portugal;npor;6;131526;8982.792857
2007;1;portugal;npor;7;164849;11963.75455
2007;1;portugal;npor;8;6967;552.5818182
2007;1;portugal;swpor;1;739132;22114.16718
2007;1;portugal;swpor;2;416470;19677.9065
2007;1;portugal;swpor;3;476585;27378.84211
2007;1;portugal;swpor;4;122384;7618.788158
2007;1;portugal;swpor;5;51594;3465.898684
2007;1;portugal;swpor;6;84323;6188.235526
2007;1;portugal;swpor;7;20500;1563.043421
2007;1;portugal;swpor;8;7030;527.275
2007;1;portugal;swpor;9;5793;452.7184211
2007;1;portugal;swpor;10;591;52.125
2007;1;portugal;spor;1;37490;1428.504902
2007;1;portugal;spor;2;204595;10440.84924
2007;1;portugal;spor;3;168148;9416.970416
2007;1;portugal;spor;4;135617;8282.809649
2007;1;portugal;spor;5;36158;2511.353476
2007;1;portugal;spor;6;75997;5281.743949
2007;1;portugal;spor;7;18196;1362.136054
2007;1;portugal;spor;8;7383;559.1561497
2007;1;portugal;spor;9;3179;243.876161
2007;1;portugal;spor;10;3118;216.6
2007;1;portugal;cad;1;372426;16114.15564
2007;1;portugal;cad;2;1111035;56294.44418
2007;1;portugal;cad;3;264115;14449.44666
2007;1;portugal;cad;4;244830;15060.96423
2007;1;portugal;cad;5;51324;3257.771588
2007;1;portugal;cad;6;28462;1903.702552
2007;1;portugal;cad;7;4958;371.5151515
2007;1;spain;ecan;2;83;
2007;1;spain;ecan;3;930;
2007;1;spain;ecan;4;902;
2007;1;spain;ecan;5;988;
2007;1;spain;ecan;6;920;
2007;1;spain;ecan;7;691;
2007;1;spain;ecan;8;618;
2007;1;spain;ecan;9;33;
2007;1;spain;ecan;10;60;
2007;1;spain;wcan;1;49222;
2007;1;spain;wcan;2;27103;
2007;1;spain;wcan;3;75763;
2007;1;spain;wcan;4;32673;
2007;1;spain;wcan;5;25605;
2007;1;spain;wcan;6;27501;
2007;1;spain;wcan;7;8080;
2007;1;spain;wcan;8;3738;
2007;1;spain;wcan;9;1640;
2007;1;spain;ngal;1;28721;
2007;1;spain;ngal;2;82067;
2007;1;spain;ngal;3;136636;
2007;1;spain;ngal;4;25106;
2007;1;spain;ngal;5;29074;
2007;1;spain;ngal;6;29071;
2007;1;spain;ngal;7;23223;
2007;1;spain;ngal;8;3375;
2007;1;spain;sgal;1;13849;
2007;1;spain;sgal;2;153973;
2007;1;spain;sgal;3;562963;
2007;1;spain;sgal;4;66010;
2007;1;spain;sgal;5;29130;
2007;1;spain;sgal;6;42634;
2008;1;portugal;npor;1;980810.4848;34940.47267
2008;1;portugal;npor;2;519843.7682;23774.16324
2008;1;portugal;npor;3;389222.4672;22494.14869
2008;1;portugal;npor;4;1269744.668;78669.5417
2008;1;portugal;npor;5;21135.71374;1319.077493
2008;1;portugal;npor;6;56098.75752;4105.988088
2008;1;portugal;npor;7;28641.91326;2269.287524
2008;1;portugal;npor;8;37258.22767;2764.320593
2008;1;portugal;swpor;1;1404287.368;7566.709091
2008;1;portugal;swpor;2;22174.54632;954.5268149
2008;1;portugal;swpor;3;13297.87368;710.3952377
2008;1;portugal;swpor;4;34672.0467;2264.096143
2008;1;portugal;swpor;5;2396.249275;184.9096618
2008;1;portugal;swpor;6;9009.817285;631.4103944
2008;1;portugal;swpor;7;5578.409662;432.052657
2008;1;portugal;swpor;8;805.6777778;66.11666667
2008;1;portugal;swpor;9;422.0111111;33.78333333
2008;1;portugal;spor;1;80621.34244;3535.619442
2008;1;portugal;spor;2;79938.62568;3893.379145
2008;1;portugal;spor;3;96343.21365;5211.306882
2008;1;portugal;spor;4;49543.88739;2914.682532
2008;1;portugal;spor;5;60278.13737;3787.95831
2008;1;portugal;spor;6;23442.72553;1549.208473
2008;1;portugal;spor;7;59733.76265;3962.65904
2008;1;portugal;spor;8;17060.82453;1229.160535
2008;1;portugal;spor;9;5283.480769;392.025641
2008;1;portugal;cad;1;1386148.212;15132.74746
2008;1;portugal;cad;2;144781.1714;6579.80517
2008;1;portugal;cad;3;181486.8993;10592.61278
2008;1;portugal;cad;4;33991.46366;2086.434419
2008;1;portugal;cad;5;15522.25397;992.5580618
2008;1;portugal;cad;6;0;0
2008;1;portugal;cad;7;1523;104.8421053
2008;1;spain;ecan;1;23580;
2008;1;spain;ecan;2;56887;
2008;1;spain;ecan;3;31449;
2008;1;spain;ecan;4;42041;
2008;1;spain;ecan;5;10373;
2008;1;spain;ecan;6;13978;
2008;1;spain;ecan;7;8656;
2008;1;spain;ecan;8;4710;
2008;1;spain;ecan;9;3634;
2008;1;spain;wcan;1;88865;
2008;1;spain;wcan;2;91479;
2008;1;spain;wcan;3;92631;
2008;1;spain;wcan;4;164579;
2008;1;spain;wcan;5;57852;
2008;1;spain;wcan;6;84116;
2008;1;spain;wcan;7;44799;
2008;1;spain;wcan;8;12527;
2008;1;spain;wcan;9;3275;
2008;1;spain;ngal;2;22784;
2008;1;spain;ngal;3;69360;
2008;1;spain;ngal;4;134659;
2008;1;spain;ngal;5;23844;
2008;1;spain;ngal;6;17958;
2008;1;spain;ngal;7;14663;
2008;1;spain;sgal;1;55433;
2008;1;spain;sgal;2;160587;
2008;1;spain;sgal;3;124159;
2008;1;spain;sgal;4;243082;
2008;1;spain;sgal;5;19305;
2008;1;spain;sgal;6;23176;
2008;1;spain;sgal;7;17549;
2009;1;portugal;npor;1;4448676.364;74206.10113
2009;1;portugal;npor;2;111616.9183;4987.771847
2009;1;portugal;npor;3;27868.54649;1526.806966
2009;1;portugal;npor;4;142871.431;8571.41384
2009;1;portugal;npor;5;321333.5004;19566.50669
2009;1;portugal;npor;6;11484.53913;796.6429668
2009;1;portugal;npor;7;9504.193653;716.045356
2009;1;portugal;npor;8;18098.33962;1218.921726
2009;1;portugal;npor;9;3960.167183;281.7894737
2009;1;portugal;swpor;1;2085252.472;47316.47778
2009;1;portugal;swpor;2;33097.69069;1696.220181
2009;1;portugal;swpor;3;31499.97773;1923.198916
2009;1;portugal;swpor;4;90434.02546;6275.651259
2009;1;portugal;swpor;5;132427.0967;9546.19042
2009;1;portugal;swpor;6;79126.72116;6030.699471
2009;1;portugal;swpor;7;92883.91151;7097.038694
2009;1;portugal;swpor;8;22849.97354;1857.282804
2009;1;portugal;swpor;9;19997.0119;1618.490476
2009;1;portugal;swpor;10;1332.119048;124.75
2009;1;portugal;spor;1;96098.08333;3455.222222
2009;1;portugal;spor;2;67335.24321;3215.09819
2009;1;portugal;spor;3;26734.83868;1514.553951
2009;1;portugal;spor;4;39717.05382;2466.311321
2009;1;portugal;spor;5;23309.94879;1496.05907
2009;1;portugal;spor;6;5648.300699;398.1923077
2009;1;portugal;spor;7;13011.56643;905.2237762
2009;1;portugal;spor;8;3106.965035;236.3391608
2009;1;portugal;cad;1;397994.8809;14254.05989
2009;1;portugal;cad;2;277803.6397;14533.45177
2009;1;portugal;cad;3;258771.4883;14894.98816
2009;1;portugal;cad;4;348311.508;21167.98922
2009;1;portugal;cad;5;160171.6455;10373.65368
2009;1;portugal;cad;6;93965.97845;6389.864534
2009;1;portugal;cad;7;6996.666667;513.5555556
2009;1;portugal;cad;8;19399.18829;1305.6879
2009;1;portugal;cad;9;7112.004274;524.7492877
2009;1;spain;ecan;1;26122;918
2009;1;spain;ecan;2;71704;4257
2009;1;spain;ecan;3;17559;1262
2009;1;spain;ecan;4;13259;1085
2009;1;spain;ecan;5;24892;2094
2009;1;spain;ecan;6;6431;588
2009;1;spain;ecan;7;4992;466
2009;1;spain;ecan;8;3108;302
2009;1;spain;ecan;9;383;44
2009;1;spain;wcan;1;15906;610
2009;1;spain;wcan;2;97335;6093
2009;1;spain;wcan;3;54604;4007
2009;1;spain;wcan;4;53934;4678
2009;1;spain;wcan;5;106612;9342
2009;1;spain;wcan;6;36798;3372
2009;1;spain;wcan;7;19688;1899
2009;1;spain;wcan;8;10348;994
2009;1;spain;wcan;9;2718;287
2009;1;spain;wcan;10;1130;128
2009;1;spain;ngal;1;0;0
2009;1;spain;ngal;2;0;0
2009;1;spain;ngal;3;0;0
2009;1;spain;ngal;4;0;0
2009;1;spain;ngal;5;0;0
2009;1;spain;ngal;6;0;0
2009;1;spain;ngal;7;0;0
2009;1;spain;ngal;8;0;0
2009;1;spain;ngal;9;0;0
2009;1;spain;ngal;10;0;0
2009;1;spain;sgal;1;25810;965
2009;1;spain;sgal;2;8246;409
2009;1;spain;sgal;3;1711;109
2009;1;spain;sgal;4;2951;201
2009;1;spain;sgal;5;3964;292
2009;1;spain;sgal;6;1301;98
2009;1;spain;sgal;7;1171;94
2010;1;portugal;npor;1;4078055;107699
2010;1;portugal;npor;2;282801;10908
2010;1;portugal;npor;3;74038;3170
2010;1;portugal;npor;4;4951;295
2010;1;portugal;npor;5;14612;867
2010;1;portugal;npor;6;25239;1544
2010;1;portugal;npor;7;448;30
2010;1;portugal;npor;8;356;22
2010;1;portugal;npor;9;236;18
2010;1;portugal;swpor;1;303694;6645
2010;1;portugal;swpor;2;72957;3417
2010;1;portugal;swpor;3;197276;10673
2010;1;portugal;swpor;4;77183;4576
2010;1;portugal;swpor;5;110146;6770
2010;1;portugal;swpor;6;91049;5875
2010;1;portugal;swpor;7;35798;2480
2010;1;portugal;swpor;8;25248;1808
2010;1;portugal;swpor;9;5494;432
2010;1;portugal;swpor;10;3256;253
2010;1;portugal;spor;1;339530;2174.103783
2010;1;portugal;spor;2;67749;2760.324639
2010;1;portugal;spor;3;34608;1570.624813
2010;1;portugal;spor;4;20231;981.8641615
2010;1;portugal;spor;5;22758;1198.51749
2010;1;portugal;spor;6;17312;961.8396236
2010;1;portugal;spor;7;12671;710.4681104
2010;1;portugal;spor;8;9021;535.0025629
2010;1;portugal;spor;9;4143;258.7125944
2010;1;portugal;spor;10;2333;139.5422228
2010;1;portugal;cad;1;2547495;10575.4875
2010;1;portugal;cad;2;160756;5756.973058
2010;1;portugal;cad;3;80475;3160.685808
2010;1;portugal;cad;4;33516;1497.708859
2010;1;portugal;cad;5;62133;3139.325735
2010;1;portugal;cad;6;24374;1245.049716
2010;1;portugal;cad;7;11426;589.5095201
2010;1;portugal;cad;8;6038;307.6348039
2010;1;portugal;cad;9;0;0
2010;1;portugal;cad;10;2278;117.625
2010;1;spain;ecan;1;1423;
2010;1;spain;ecan;2;15695;
2010;1;spain;ecan;3;35715;
2010;1;spain;ecan;4;9549;
2010;1;spain;ecan;5;5578;
2010;1;spain;ecan;6;7294;
2010;1;spain;ecan;7;3376;
2010;1;spain;ecan;8;3020;
2010;1;spain;ecan;9;1821;
2010;1;spain;wcan;1;539;
2010;1;spain;wcan;2;14826;
2010;1;spain;wcan;3;68484;
2010;1;spain;wcan;4;22846;
2010;1;spain;wcan;5;13965;
2010;1;spain;wcan;6;15865;
2010;1;spain;wcan;7;4150;
2010;1;spain;wcan;8;1833;
2010;1;spain;wcan;9;1070;
2010;1;spain;wcan;10;1110;
2010;1;spain;ngal;1;28342;
2010;1;spain;ngal;2;36817;
2010;1;spain;ngal;3;19796;
2010;1;spain;ngal;4;8313;
2010;1;spain;ngal;5;16868;
2010;1;spain;ngal;6;14835;
2010;1;spain;ngal;7;2547;
2010;1;spain;ngal;8;2035;
2010;1;spain;ngal;9;2035;
2010;1;spain;sgal;1;40506;
2010;1;spain;sgal;2;50482;
2010;1;spain;sgal;3;26478;
2010;1;spain;sgal;4;11090;
2010;1;spain;sgal;5;22635;
2010;1;spain;sgal;6;19387;
2010;1;spain;sgal;7;3249;
2010;1;spain;sgal;8;2619;
2010;1;spain;sgal;9;2619;
2011;1;portugal;npor;1;340032;12635
2011;1;portugal;npor;2;882911;44344
2011;1;portugal;npor;3;182654;10088
2011;1;portugal;npor;4;95090;5349
2011;1;portugal;npor;5;44609;2755
2011;1;portugal;npor;6;219952;14388
2011;1;portugal;swpor;1;244230;5038
2011;1;portugal;swpor;2;32804;1729
2011;1;portugal;swpor;3;15673;951
2011;1;portugal;swpor;4;13479;856
2011;1;portugal;swpor;5;12004;809
2011;1;portugal;swpor;6;78878;5404
2011;1;portugal;spor;1;149943;5092
2011;1;portugal;spor;2;83575;3509
2011;1;portugal;spor;3;95865;2849
2011;1;portugal;spor;4;44245;2407
2011;1;portugal;spor;5;36871;2725
2011;1;portugal;spor;6;54077;3491
2011;1;portugal;cad;1;22804;1215
2011;1;portugal;cad;2;12710;565
2011;1;portugal;cad;3;14580;252
2011;1;portugal;cad;4;6729;123
2011;1;portugal;cad;5;5608;71
2011;1;portugal;cad;6;8225;110
2011;1;spain;ecan;1;11;
2011;1;spain;ecan;2;218;
2011;1;spain;ecan;3;362;
2011;1;spain;ecan;4;223;
2011;1;spain;ecan;5;18;
2011;1;spain;ecan;6;9;
2011;1;spain;ecan;7;10;
2011;1;spain;ecan;8;3;
2011;1;spain;ecan;9;1;
2011;1;spain;wcan;1;317;
2011;1;spain;wcan;2;2378;
2011;1;spain;wcan;3;27644;
2011;1;spain;wcan;4;49436;
2011;1;spain;wcan;5;16208;
2011;1;spain;wcan;6;9616;
2011;1;spain;wcan;7;5102;
2011;1;spain;wcan;8;3274;
2011;1;spain;wcan;9;3966;
2011;1;spain;wcan;10;4855;
2011;1;spain;sgal;1;7168;
2011;1;spain;sgal;2;18892;
2012;1;spain;ngal;1;0;
2012;1;spain;ngal;2;20.8;
2012;1;spain;ngal;3;16.1;
2012;1;spain;ngal;4;9.6;
2012;1;spain;ngal;5;18.4;
2012;1;spain;ngal;6;11.8;
2012;1;spain;ngal;7;12.8;
2012;1;spain;ngal;8;10.6;
2012;1;spain;sgal;1;10149;
2012;1;spain;sgal;2;29083;
2012;1;spain;sgal;3;76816;
2012;1;spain;sgal;4;18061;
2012;1;spain;sgal;5;6188;
2012;1;spain;sgal;6;4493;
2012;1;spain;sgal;7;5846;
2012;1;spain;sgal;8;5559;
2012;1;spain;can;1;134;
2012;1;spain;can;2;500;
2012;1;spain;can;3;706;
2012;1;spain;can;4;4735;
2012;1;spain;can;5;3729;
2012;1;spain;can;6;1298;
2012;1;spain;can;7;1434;
2013;1;portugal;npor;1;240950.0779;8414.310245
2013;1;portugal;npor;2;9936.832373;498.0042706
2013;1;portugal;npor;3;1961.346649;118.1507618
2013;1;portugal;npor;4;1150.396429;83.93214286
2013;1;portugal;npor;5;154.3126984;10.80793651
2013;1;portugal;npor;6;178.2303571;14.12678571
2013;1;portugal;npor;7;185.7732143;15.14107143
2013;1;portugal;npor;8;171.3732143;14.0077381
2013;1;portugal;npor;9;59.65714286;5.519047619
2013;1;portugal;swpor;1;1090861.277;37980.40693
2013;1;portugal;swpor;2;75747.48959;4524.05695
2013;1;portugal;swpor;3;121390.36;7704.354052
2013;1;portugal;swpor;4;52998.27458;4000.089007
2013;1;portugal;swpor;5;98518.26963;7425.726376
2013;1;portugal;swpor;6;63527.05756;4995.778413
2013;1;portugal;swpor;7;30734.75632;2428.421258
2013;1;portugal;swpor;8;27178.52965;2126.545008
2013;1;portugal;swpor;9;13731.98565;1102.62201
2013;1;portugal;spor;1;81668.29091;3218.785606
2013;1;portugal;spor;2;38848.79221;1823.120022
2013;1;portugal;spor;3;40659.74937;2042.260693
2013;1;portugal;spor;4;7893.044449;497.332803
2013;1;portugal;spor;5;14247.36803;961.3171026
2013;1;portugal;spor;6;6565.993988;450.0606447
2013;1;portugal;spor;7;3209.335496;228.8202952
2013;1;portugal;spor;8;2821.351439;205.9174804
2013;1;portugal;spor;9;606.1822145;45.54751526
2013;1;portugal;spor;10;260.8918919;18.83783784
2013;1;portugal;cad;1;398704.5038;16575.39848
2013;1;portugal;cad;2;73881.11742;3387.719697
2013;1;portugal;cad;3;17825.54848;913.5939394
2013;1;portugal;cad;4;1715.587879;108.4848485
2013;1;portugal;cad;5;708.2878788;49.05984848
2013;1;portugal;cad;6;108;8.05
2013;1;portugal;cad;7;95.95454545;6.693181818
2013;1;spain;ngal;1;0;0
2013;1;spain;ngal;2;12;1
2013;1;spain;ngal;3;33;3
2013;1;spain;ngal;4;106;9
2013;1;spain;ngal;5;195;17
2013;1;spain;ngal;6;125;11
2013;1;spain;ngal;7;31;3
2013;1;spain;ngal;8;24;2
2013;1;spain;ngal;9;8;1
2013;1;spain;sgal;1;6612;216
2013;1;spain;sgal;2;3004;168
2013;1;spain;sgal;3;2336;143
2013;1;spain;sgal;4;1432;101
2013;1;spain;sgal;5;1989;143
2013;1;spain;sgal;6;486;37
2013;1;spain;sgal;7;65;0
2013;1;spain;sgal;8;4.6;
2013;1;spain;can;1;2851;91
2013;1;spain;can;2;9035;498
2013;1;spain;can;3;8638;524
2013;1;spain;can;4;4846;359
2013;1;spain;can;5;8095;626
2013;1;spain;can;6;3303;283
2013;1;spain;can;7;661;58
2013;1;spain;can;8;386;37
2013;1;spain;can;9;74;8
2014;1;portugal;npor;1;1687553;28217
2014;1;portugal;npor;2;9823;487
2014;1;portugal;swpor;1;218810;6946
2014;1;portugal;swpor;2;21937;963
2014;1;portugal;swpor;3;792;49
2014;1;portugal;swpor;4;1048;68
2014;1;portugal;swpor;5;211;14
2014;1;portugal;swpor;6;447;37
2014;1;portugal;swpor;7;126;10
2014;1;portugal;swpor;8;189;16
2014;1;portugal;swpor;9;162;15
2014;1;portugal;spor;1;82910;3102
2014;1;portugal;spor;2;65671;3187
2014;1;portugal;spor;3;47720;2730
2014;1;portugal;spor;4;50799;2985
2014;1;portugal;spor;5;26591;1878
2014;1;portugal;spor;6;33882;2462
2014;1;portugal;spor;7;27566;2061
2014;1;portugal;spor;8;14662;1137
2014;1;portugal;spor;9;5823;446
2014;1;portugal;spor;10;584;39
2014;1;portugal;cad;1;838660;23031
2014;1;portugal;cad;2;266663;11851
2014;1;portugal;cad;3;66023;3717
2014;1;portugal;cad;4;57358;3311
2014;1;portugal;cad;5;13544;896
2014;1;portugal;cad;6;13997;1105
2014;1;portugal;cad;7;4023;290
2014;1;spain;ngal;1;0;0
2014;1;spain;ngal;2;0;0
2014;1;spain;ngal;3;0;0
2014;1;spain;ngal;4;0;0
2014;1;spain;ngal;5;0;0
2014;1;spain;ngal;6;0;0
2014;1;spain;ngal;7;0;0
2014;1;spain;ngal;8;0;0
2014;1;spain;sgal;1;980;32
2014;1;spain;sgal;2;275;12
2014;1;spain;sgal;3;45;3
2014;1;spain;sgal;4;14;1
2014;1;spain;sgal;5;8;1
2014;1;spain;sgal;6;10;1
2014;1;spain;sgal;7;3;0
2014;1;spain;sgal;8;0;0
2014;1;spain;can;1;16147;680
2014;1;spain;can;2;63086;3409
2014;1;spain;can;3;34238;2197
2014;1;spain;can;4;11556;855
2014;1;spain;can;5;7892;667
2014;1;spain;can;6;7950;688
2014;1;spain;can;7;3762;357
2014;1;spain;can;8;1166;121
2015;1;portugal;npor;1;723311;26597
2015;1;portugal;npor;2;65716;3701
2015;1;portugal;npor;3;19418;1342
2015;1;portugal;npor;4;4163;329
2015;1;portugal;npor;5;5629;398
2015;1;portugal;npor;6;1785;139
2015;1;portugal;npor;7;21;2
2015;1;portugal;npor;8;834;68
2015;1;portugal;npor;9;697;53
2015;1;portugal;swpor;1;1041431;17997
2015;1;portugal;swpor;2;26056;1605
2015;1;portugal;swpor;3;27672;2040
2015;1;portugal;swpor;4;30670;2326
2015;1;portugal;swpor;5;28299;2390
2015;1;portugal;swpor;6;16285;1307
2015;1;portugal;swpor;7;10137;829
2015;1;portugal;swpor;8;0;0
2015;1;portugal;swpor;9;0;0
2015;1;portugal;swpor;10;1443;135
2015;1;portugal;spor;1;20927;899
2015;1;portugal;spor;2;39919;2258
2015;1;portugal;spor;3;54688;3429
2015;1;portugal;spor;4;33026;2168
2015;1;portugal;spor;5;44940;2959
2015;1;portugal;spor;6;20237;1503
2015;1;portugal;spor;7;15727;1174
2015;1;portugal;spor;8;4256;339
2015;1;portugal;spor;9;3306;253
2015;1;portugal;spor;10;614;50
2015;1;portugal;cad;1;155759;1237
2015;1;portugal;cad;2;1246;60
2015;1;portugal;cad;3;2112;127
2015;1;portugal;cad;4;2766;184
2015;1;portugal;cad;5;211;15
2015;1;portugal;cad;6;106;8
2015;1;spain;ngal;1;443;15
2015;1;spain;ngal;2;61;3
2015;1;spain;ngal;3;28;1
2015;1;spain;ngal;4;1;0.1
2015;1;spain;sgal;1;21084;721
2015;1;spain;sgal;2;4150;225
2015;1;spain;sgal;3;5092;366
2015;1;spain;sgal;4;3523;297
2015;1;spain;sgal;5;2685;238
2015;1;spain;sgal;6;1546;145
2015;1;spain;sgal;7;1579;150
2015;1;spain;sgal;8;509;51
2015;1;spain;sgal;9;112;12
2015;1;spain;can;1;34150;1384
2015;1;spain;can;2;48892;2435
2015;1;spain;can;3;46882;2602
2015;1;spain;can;4;7856;597
2015;1;spain;can;5;4200;376
2015;1;spain;can;6;2966;291
2015;1;spain;can;7;3596;344
2015;1;spain;can;8;1022;106
2015;1;spain;can;9;219;25
